	Аахен		Аахенъ
 	секретничать		секретничать, секретничаетъ, секретничаніе	 
 	секретно		секретно, совершенно секретно, секретенъ	 
 	секретного		секретнаго	 
 	секретное		секретное	 
 	секретность		секретность	 
 	секретные		секретные, секретныя	 
 	секретный		секретный, секретнаго	 
 	секреция		секреція	 
 	секс		сексъ, въ сексѣ	 
 	сексагональный		сексагональный	 
 	секста		секста	 
 	секстант		секстантъ, секстанъ	 
 	секстет		секстетъ	 
 	сексуальный		сексуальный	 
 	сёкся		сѣкся	 
 	секта		секта, въ сектѣ	 
 	сектант		сектантъ	 
 	сектантство		сектантство, не сектанство!	 
 	сектатор		сектаторъ	 
 	сектор		секторъ, въ секторѣ	 
 	секуляризация		секуляризація	 
 	Секунд		Секундъ	 
 	секунда		секунда	 
 	секунданты		секунданты	 
 	секунд-майор		секундъ-майоръ и секундъ-маіоръ	 
 	секундомер		секундомѣръ	 
 	секурс		секурсъ, сикурсъ	 
 	секущая		сѣкущая	 
 	секция		секція	 
 	сел		сѣлъ, сѣла, сѣли, сѣло	 
 	сёл		сёлъ, сёла, на селѣ	 
 	села		сѣла	 
 	села		села, не нашли родного села	 
 	сёла		сёла	 
 	Селадон		Селадонъ	 
 	Селевк		Селевкъ	 
 	Селевкиды		Селевкиды	 
 	Селевкий		Селевкій	 
 	Селевкия		Селевкія	 
 	селёдка		селёдка	 
 	селезёнка		селезёнка	 
 	селезень		селезень	 
 	селекция		селекція	 
 	селен		селенъ	 
 	Селена		Селена	 
 	Селенга		Селенга	 
 	Селенгинск		Селенгинскъ	 
 	селенизм		селенизмъ	 
 	селенит		селенитъ	 
 	селение		селеніе	 
 	селенография		селенографія	 
 	сели		сѣли	 
 	Селиван		Селиванъ	 
 	Селигер		Селигеръ	 
 	Селим		Селимъ	 
 	селитра		селитра	 
 	селится		селится	 
 	селить		селить	 
 	селиться		селиться	 
 	селишь		селишь	 
 	селишься		селишься	 
 	селище		селище, селище	 
 	село		село, на селѣ	 
 	село		сѣло	 
 	сельга		сельга	 
 	сельдерей		сельдерей, въ сельдереѣ	 
 	Сельджуки		Сельджуки	 
 	сельдь		сельдь, сельдью, сельдей, сельдяной	 
 	Селькирк		Селькиркъ	 
 	сельские		сельскіе, сельскія	 
 	сельский		сельскій, сельскаго	 
 	сельского		сельскаго	 
 	сельское		сельское	 
 	сельскохозяйственный		сельско-хозяйственный, сельско-хозяйственнаго	 
 	сельтерская		сельтерская	 
 	сельцо		сельцо	 
 	селямлик		селямликъ	 
 	селяне		селяне	 
 	селянин		селянинъ	 
 	селянка		селянка	 
 	селятся		селятся	 
 	сем		сѣмъ	 
 	сём		о сёмъ — м. р. сей	 
 	сём		о сёмъ — ср. р. сіе	 
 	сём		сёмъ	 
 	семафор		семафоръ	 
 	сёмга		сёмга	 
 	Семевский		Семевскій	 
 	семейка		семейка	 
 	семейная		семейная	 
 	семейного		семейнаго	 
 	семейное		семейное	 
 	семейные		семейные, семейныя	 
 	семейный		семейный, семейнаго, семейнымъ, семейныхъ, семейными	 
 	семейственность		семейственность	 
 	семейство		семейство, въ семействѣ	 
 	Семела		Семела	 
 	Семён		Семёнъ, Симеонъ	 
 	семена		сѣмена	 
 	семенить		семенить, сѣменить	 
 	семенной		сѣменной	 
 	Семёнов		Семёновъ Семёнъ Семёновичъ, о Семёновѣ Семёнѣ Семёновичѣ	 
 	семёновский		семёновскій, семёновскаго	 
 	Сементовский		Сементовскій	 
 	семерик		семерикъ	 
 	семёрка		семёрка	 
 	семеро		семеро	 
 	семерых		семерыхъ	 
 	семестр		семестръ	 
 	семечко		сѣмечко, сѣмечки, сѣмечекъ	 
 	семечковое		сѣмечковое, сѣмечковаго	 
 	семечковые		сѣмечковые, сѣмечковыя	 
 	семи		семи — первая часть сложныхъ словъ, пишется слитно, на концѣ «и» даже передъ гласными — семиаршинный	 
 	семиаршинный		семиаршинный	 
 	семиведёрный		семиведёрный	 
 	семивёрстный		семивёрстный	 
 	Семигалия		Семигалія	 
 	Семиградская		Семиградская	 
 	семик		семикъ	 
 	семинария		семинарія	 
 	семиотика		семіотика	 
 	Семипалатинск		Семипалатинскъ	 
 	Семирадский		Семирадскій	 
 	Семирамида		Семирамида	 
 	Семиреченск		Семирѣченскъ	 
 	Семиречье		Семирѣчье, въ Семирѣчьѣ	 
 	семирублёвый		семирублёвый	 
 	семитизм		семитизмъ	 
 	семиугольный		семиугольный	 
 	семиэтажный		семиэтажный	 
 	семнадцать		семнадцать	 
 	семо		сѣмо и овамо — уcтap.	 
 	семпель		семпель	 
 	Семпроний		Семпроній	 
 	сему		сему — м. р. сей	 
 	сему		сему — ср. р. сіе, не сіемъ!	 
 	сему		сему	 
 	семь		семь	 
 	семьдесят		семьдесятъ	 
 	семьёй		семьёй	 
 	семьсот		семьсотъ	 
 	семья		семья, въ семьѣ, семей, семьямъ, мн. семьи, изъ семьи	 
 	семьянин		семьянинъ	 
 	семя		сѣмя, сѣмечко, род. п. мн. ч. сѣмянъ	 
 	семядоли		сѣмядоли	 
 	семяприёмник		сѣмяпріёмникъ	 
 	Сена		Сена	 
 	Сенаар		Сенааръ	 
 	Сенакский		Сенакскій	 
 	сенат		сенатъ, въ сенатѣ	 
 	сенатор		сенаторъ	 
 	Сенатская		Сенатская площадь	 
 	сенатский		сенатскій, сенатскаго	 
 	Сен-Бернард		Сенъ-Бернардъ	 
 	Сен-Винцент		Сенъ-Винцентъ	 
 	Сен-Галлен		Сенъ-Галленъ	 
 	Сенгилей		Сенгилей	 
 	Сен-Готард		Сенъ-Готардъ	 
 	Сен-Дени		Сенъ-Дени	 
 	Сенегал		Сенегалъ	 
 	Сенека		Сенека	 
 	сенечный		сѣнечный	 
 	сенешаль		сенешаль	 
 	Сен-Жермен		Сенъ-Жерменъ	 
 	Сен-Жульен		Сенъ-Жульенъ	 
 	сени		сѣни, сѣней, въ сѣняхъ	 
 	сениор		сеніоръ	 
 	сениорат		сеніоратъ	 
 	сенить		сѣнить	 
